orderID,productID,unitPrice,quantity,discount,customerID,orderDate,requiredDate,shippedDate,productName,categoryName
10440,2,15.2,45,0.15,SAVEA,10/02/2014,10/03/2014,28/02/2014,Chang,Beverages
10440,16,13.9,49,0.15,SAVEA,10/02/2014,10/03/2014,28/02/2014,Pavlova,Confections
10440,29,99,24,0.15,SAVEA,10/02/2014,10/03/2014,28/02/2014,Thüringer Rostbratwurst,Meat & Poultry
10440,61,22.8,90,0.15,SAVEA,10/02/2014,10/03/2014,28/02/2014,Sirop d'érable,Condiments
10441,27,35.1,50,0,OLDWO,10/02/2014,24/03/2014,14/03/2014,Schoggi Schokolade,Confections
10442,11,16.8,30,0,ERNSH,11/02/2014,11/03/2014,18/02/2014,Queso Cabrales,Dairy Products
10442,54,5.9,80,0,ERNSH,11/02/2014,11/03/2014,18/02/2014,Tourtière,Meat & Poultry
10442,66,13.6,60,0,ERNSH,11/02/2014,11/03/2014,18/02/2014,Louisiana Hot Spiced Okra,Condiments
10443,11,16.8,6,0.2,REGGC,12/02/2014,12/03/2014,14/02/2014,Queso Cabrales,Dairy Products
10443,28,36.4,12,0,REGGC,12/02/2014,12/03/2014,14/02/2014,Rössle Sauerkraut,Produce
10444,17,31.2,10,0,BERGS,12/02/2014,12/03/2014,21/02/2014,Alice Mutton,Meat & Poultry
10444,26,24.9,15,0,BERGS,12/02/2014,12/03/2014,21/02/2014,Gumbär Gummibärchen,Confections
10444,35,14.4,8,0,BERGS,12/02/2014,12/03/2014,21/02/2014,Steeleye Stout,Beverages
10444,41,7.7,30,0,BERGS,12/02/2014,12/03/2014,21/02/2014,Jack's New England Clam Chowder,Seafood
10445,39,14.4,6,0,BERGS,13/02/2014,13/03/2014,20/02/2014,Chartreuse verte,Beverages
10445,54,5.9,15,0,BERGS,13/02/2014,13/03/2014,20/02/2014,Tourtière,Meat & Poultry
10446,19,7.3,12,0.1,TOMSP,14/02/2014,14/03/2014,19/02/2014,Teatime Chocolate Biscuits,Confections
10446,24,3.6,20,0.1,TOMSP,14/02/2014,14/03/2014,19/02/2014,Guarana Fantastica,Beverages
10446,31,10,3,0.1,TOMSP,14/02/2014,14/03/2014,19/02/2014,Gorgonzola Telino,Dairy Products
10446,52,5.6,15,0.1,TOMSP,14/02/2014,14/03/2014,19/02/2014,Filo Mix,Grains & Cereals
10447,19,7.3,40,0,RICAR,14/02/2014,14/03/2014,07/03/2014,Teatime Chocolate Biscuits,Confections
10447,65,16.8,35,0,RICAR,14/02/2014,14/03/2014,07/03/2014,Louisiana Fiery Hot Pepper Sauce,Condiments
10447,71,17.2,2,0,RICAR,14/02/2014,14/03/2014,07/03/2014,Flotemysost,Dairy Products
10448,26,24.9,6,0,RANCH,17/02/2014,17/03/2014,24/02/2014,Gumbär Gummibärchen,Confections
10448,40,14.7,20,0,RANCH,17/02/2014,17/03/2014,24/02/2014,Boston Crab Meat,Seafood
10449,10,24.8,14,0,BLONP,18/02/2014,18/03/2014,27/02/2014,Ikura,Seafood
10449,52,5.6,20,0,BLONP,18/02/2014,18/03/2014,27/02/2014,Filo Mix,Grains & Cereals
10449,62,39.4,35,0,BLONP,18/02/2014,18/03/2014,27/02/2014,Tarte au sucre,Confections
10450,10,24.8,20,0.2,VICTE,19/02/2014,19/03/2014,11/03/2014,Ikura,Seafood
10450,54,5.9,6,0.2,VICTE,19/02/2014,19/03/2014,11/03/2014,Tourtière,Meat & Poultry
10451,55,19.2,120,0.1,QUICK,19/02/2014,05/03/2014,12/03/2014,Pâté chinois,Meat & Poultry
10451,64,26.6,35,0.1,QUICK,19/02/2014,05/03/2014,12/03/2014,Wimmers gute Semmelknödel,Grains & Cereals
10451,65,16.8,28,0.1,QUICK,19/02/2014,05/03/2014,12/03/2014,Louisiana Fiery Hot Pepper Sauce,Condiments
10451,77,10.4,55,0.1,QUICK,19/02/2014,05/03/2014,12/03/2014,Original Frankfurter Grüne Soße,Condiments
10452,28,36.4,15,0,SAVEA,20/02/2014,20/03/2014,26/02/2014,Rössle Sauerkraut,Produce
10452,44,15.5,100,0.05,SAVEA,20/02/2014,20/03/2014,26/02/2014,Gula Malacca,Condiments
10453,48,10.2,15,0.1,AROUT,21/02/2014,21/03/2014,26/02/2014,Chocolade,Confections
10453,70,12,25,0.1,AROUT,21/02/2014,21/03/2014,26/02/2014,Outback Lager,Beverages
10454,16,13.9,20,0.2,LAMAI,21/02/2014,21/03/2014,25/02/2014,Pavlova,Confections
10454,33,2,20,0.2,LAMAI,21/02/2014,21/03/2014,25/02/2014,Geitost,Dairy Products
10454,46,9.6,10,0.2,LAMAI,21/02/2014,21/03/2014,25/02/2014,Spegesild,Seafood
10455,39,14.4,20,0,WARTH,24/02/2014,07/04/2014,03/03/2014,Chartreuse verte,Beverages
10455,53,26.2,50,0,WARTH,24/02/2014,07/04/2014,03/03/2014,Perth Pasties,Meat & Poultry
10455,61,22.8,25,0,WARTH,24/02/2014,07/04/2014,03/03/2014,Sirop d'érable,Condiments
10455,71,17.2,30,0,WARTH,24/02/2014,07/04/2014,03/03/2014,Flotemysost,Dairy Products
10456,21,8,40,0.15,KOENE,25/02/2014,08/04/2014,28/02/2014,Sir Rodney's Scones,Confections
10456,49,16,21,0.15,KOENE,25/02/2014,08/04/2014,28/02/2014,Maxilaku,Confections
10457,59,44,36,0,KOENE,25/02/2014,25/03/2014,03/03/2014,Raclette Courdavault,Dairy Products
10458,26,24.9,30,0,SUPRD,26/02/2014,26/03/2014,04/03/2014,Gumbär Gummibärchen,Confections
10458,28,36.4,30,0,SUPRD,26/02/2014,26/03/2014,04/03/2014,Rössle Sauerkraut,Produce
10458,43,36.8,20,0,SUPRD,26/02/2014,26/03/2014,04/03/2014,Ipoh Coffee,Beverages
10458,56,30.4,15,0,SUPRD,26/02/2014,26/03/2014,04/03/2014,Gnocchi di nonna Alice,Grains & Cereals
10458,71,17.2,50,0,SUPRD,26/02/2014,26/03/2014,04/03/2014,Flotemysost,Dairy Products
10459,7,24,16,0.05,VICTE,27/02/2014,27/03/2014,28/02/2014,Uncle Bob's Organic Dried Pears,Produce
10459,46,9.6,20,0.05,VICTE,27/02/2014,27/03/2014,28/02/2014,Spegesild,Seafood
10459,72,27.8,40,0,VICTE,27/02/2014,27/03/2014,28/02/2014,Mozzarella di Giovanni,Dairy Products
10460,68,10,21,0.25,FOLKO,28/02/2014,28/03/2014,03/03/2014,Scottish Longbreads,Confections
10460,75,6.2,4,0.25,FOLKO,28/02/2014,28/03/2014,03/03/2014,Rhönbräu Klosterbier,Beverages
10461,21,8,40,0.25,LILAS,28/02/2014,28/03/2014,05/03/2014,Sir Rodney's Scones,Confections
10461,30,20.7,28,0.25,LILAS,28/02/2014,28/03/2014,05/03/2014,Nord-Ost Matjeshering,Seafood
10461,55,19.2,60,0.25,LILAS,28/02/2014,28/03/2014,05/03/2014,Pâté chinois,Meat & Poultry
10462,13,4.8,1,0,CONSH,03/03/2014,31/03/2014,18/03/2014,Konbu,Seafood
10462,23,7.2,21,0,CONSH,03/03/2014,31/03/2014,18/03/2014,Tunnbröd,Grains & Cereals
10463,19,7.3,21,0,SUPRD,04/03/2014,01/04/2014,06/03/2014,Teatime Chocolate Biscuits,Confections
10463,42,11.2,50,0,SUPRD,04/03/2014,01/04/2014,06/03/2014,Singaporean Hokkien Fried Mee,Grains & Cereals
10464,4,17.6,16,0.2,FURIB,04/03/2014,01/04/2014,14/03/2014,Chef Anton's Cajun Seasoning,Condiments
10464,43,36.8,3,0,FURIB,04/03/2014,01/04/2014,14/03/2014,Ipoh Coffee,Beverages
10464,56,30.4,30,0.2,FURIB,04/03/2014,01/04/2014,14/03/2014,Gnocchi di nonna Alice,Grains & Cereals
10464,60,27.2,20,0,FURIB,04/03/2014,01/04/2014,14/03/2014,Camembert Pierrot,Dairy Products
10465,24,3.6,25,0,VAFFE,05/03/2014,02/04/2014,14/03/2014,Guarana Fantastica,Beverages
10465,29,99,18,0.1,VAFFE,05/03/2014,02/04/2014,14/03/2014,Thüringer Rostbratwurst,Meat & Poultry
10465,40,14.7,20,0,VAFFE,05/03/2014,02/04/2014,14/03/2014,Boston Crab Meat,Seafood
10465,45,7.6,30,0.1,VAFFE,05/03/2014,02/04/2014,14/03/2014,Rogede sild,Seafood
10465,50,13,25,0,VAFFE,05/03/2014,02/04/2014,14/03/2014,Valkoinen suklaa,Confections
10466,11,16.8,10,0,COMMI,06/03/2014,03/04/2014,13/03/2014,Queso Cabrales,Dairy Products
10466,46,9.6,5,0,COMMI,06/03/2014,03/04/2014,13/03/2014,Spegesild,Seafood
10467,24,3.6,28,0,MAGAA,06/03/2014,03/04/2014,11/03/2014,Guarana Fantastica,Beverages
10467,25,11.2,12,0,MAGAA,06/03/2014,03/04/2014,11/03/2014,NuNuCa Nuß-Nougat-Creme,Confections
10468,30,20.7,8,0,KOENE,07/03/2014,04/04/2014,12/03/2014,Nord-Ost Matjeshering,Seafood
10468,43,36.8,15,0,KOENE,07/03/2014,04/04/2014,12/03/2014,Ipoh Coffee,Beverages
10469,2,15.2,40,0.15,WHITC,10/03/2014,07/04/2014,14/03/2014,Chang,Beverages
10469,16,13.9,35,0.15,WHITC,10/03/2014,07/04/2014,14/03/2014,Pavlova,Confections
10469,44,15.5,2,0.15,WHITC,10/03/2014,07/04/2014,14/03/2014,Gula Malacca,Condiments
10470,18,50,30,0,BONAP,11/03/2014,08/04/2014,14/03/2014,Carnarvon Tigers,Seafood
10470,23,7.2,15,0,BONAP,11/03/2014,08/04/2014,14/03/2014,Tunnbröd,Grains & Cereals
10470,64,26.6,8,0,BONAP,11/03/2014,08/04/2014,14/03/2014,Wimmers gute Semmelknödel,Grains & Cereals
10471,7,24,30,0,BSBEV,11/03/2014,08/04/2014,18/03/2014,Uncle Bob's Organic Dried Pears,Produce
10471,56,30.4,20,0,BSBEV,11/03/2014,08/04/2014,18/03/2014,Gnocchi di nonna Alice,Grains & Cereals
10472,24,3.6,80,0.05,SEVES,12/03/2014,09/04/2014,19/03/2014,Guarana Fantastica,Beverages
10472,51,42.4,18,0,SEVES,12/03/2014,09/04/2014,19/03/2014,Manjimup Dried Apples,Produce
10473,33,2,12,0,ISLAT,13/03/2014,27/03/2014,21/03/2014,Geitost,Dairy Products
10473,71,17.2,12,0,ISLAT,13/03/2014,27/03/2014,21/03/2014,Flotemysost,Dairy Products
10474,14,18.6,12,0,PERIC,13/03/2014,10/04/2014,21/03/2014,Tofu,Produce
10474,28,36.4,18,0,PERIC,13/03/2014,10/04/2014,21/03/2014,Rössle Sauerkraut,Produce
10474,40,14.7,21,0,PERIC,13/03/2014,10/04/2014,21/03/2014,Boston Crab Meat,Seafood
10474,75,6.2,10,0,PERIC,13/03/2014,10/04/2014,21/03/2014,Rhönbräu Klosterbier,Beverages
10475,31,10,35,0.15,SUPRD,14/03/2014,11/04/2014,04/04/2014,Gorgonzola Telino,Dairy Products
10475,66,13.6,60,0.15,SUPRD,14/03/2014,11/04/2014,04/04/2014,Louisiana Hot Spiced Okra,Condiments
10475,76,14.4,42,0.15,SUPRD,14/03/2014,11/04/2014,04/04/2014,Lakkaliköri,Beverages
10476,55,19.2,2,0.05,HILAA,17/03/2014,14/04/2014,24/03/2014,Pâté chinois,Meat & Poultry
10476,70,12,12,0,HILAA,17/03/2014,14/04/2014,24/03/2014,Outback Lager,Beverages
10477,1,14.4,15,0,PRINI,17/03/2014,14/04/2014,25/03/2014,Chai,Beverages
10477,21,8,21,0.25,PRINI,17/03/2014,14/04/2014,25/03/2014,Sir Rodney's Scones,Confections
10477,39,14.4,20,0.25,PRINI,17/03/2014,14/04/2014,25/03/2014,Chartreuse verte,Beverages
10478,10,24.8,20,0.05,VICTE,18/03/2014,01/04/2014,26/03/2014,Ikura,Seafood
10479,38,210.8,30,0,RATTC,19/03/2014,16/04/2014,21/03/2014,Côte de Blaye,Beverages
10479,53,26.2,28,0,RATTC,19/03/2014,16/04/2014,21/03/2014,Perth Pasties,Meat & Poultry
10479,59,44,60,0,RATTC,19/03/2014,16/04/2014,21/03/2014,Raclette Courdavault,Dairy Products
10479,64,26.6,30,0,RATTC,19/03/2014,16/04/2014,21/03/2014,Wimmers gute Semmelknödel,Grains & Cereals
10480,47,7.6,30,0,FOLIG,20/03/2014,17/04/2014,24/03/2014,Zaanse koeken,Confections
10480,59,44,12,0,FOLIG,20/03/2014,17/04/2014,24/03/2014,Raclette Courdavault,Dairy Products
10481,49,16,24,0,RICAR,20/03/2014,17/04/2014,25/03/2014,Maxilaku,Confections
10481,60,27.2,40,0,RICAR,20/03/2014,17/04/2014,25/03/2014,Camembert Pierrot,Dairy Products
10482,40,14.7,10,0,LAZYK,21/03/2014,18/04/2014,10/04/2014,Boston Crab Meat,Seafood
10483,34,11.2,35,0.05,WHITC,24/03/2014,21/04/2014,25/04/2014,Sasquatch Ale,Beverages
10483,77,10.4,30,0.05,WHITC,24/03/2014,21/04/2014,25/04/2014,Original Frankfurter Grüne Soße,Condiments
10484,21,8,14,0,BSBEV,24/03/2014,21/04/2014,01/04/2014,Sir Rodney's Scones,Confections
10484,40,14.7,10,0,BSBEV,24/03/2014,21/04/2014,01/04/2014,Boston Crab Meat,Seafood
10484,51,42.4,3,0,BSBEV,24/03/2014,21/04/2014,01/04/2014,Manjimup Dried Apples,Produce
10485,2,15.2,20,0.1,LINOD,25/03/2014,08/04/2014,31/03/2014,Chang,Beverages
10485,3,8,20,0.1,LINOD,25/03/2014,08/04/2014,31/03/2014,Aniseed Syrup,Condiments
10485,55,19.2,30,0.1,LINOD,25/03/2014,08/04/2014,31/03/2014,Pâté chinois,Meat & Poultry
10485,70,12,60,0.1,LINOD,25/03/2014,08/04/2014,31/03/2014,Outback Lager,Beverages
10486,11,16.8,5,0,HILAA,26/03/2014,23/04/2014,02/04/2014,Queso Cabrales,Dairy Products
10486,51,42.4,25,0,HILAA,26/03/2014,23/04/2014,02/04/2014,Manjimup Dried Apples,Produce
10486,74,8,16,0,HILAA,26/03/2014,23/04/2014,02/04/2014,Longlife Tofu,Produce
10487,19,7.3,5,0,QUEEN,26/03/2014,23/04/2014,28/03/2014,Teatime Chocolate Biscuits,Confections
10487,26,24.9,30,0,QUEEN,26/03/2014,23/04/2014,28/03/2014,Gumbär Gummibärchen,Confections
10487,54,5.9,24,0.25,QUEEN,26/03/2014,23/04/2014,28/03/2014,Tourtière,Meat & Poultry
10488,59,44,30,0,FRANK,27/03/2014,24/04/2014,02/04/2014,Raclette Courdavault,Dairy Products
10488,73,12,20,0.2,FRANK,27/03/2014,24/04/2014,02/04/2014,Röd Kaviar,Seafood
10489,11,16.8,15,0.25,PICCO,28/03/2014,25/04/2014,09/04/2014,Queso Cabrales,Dairy Products
10489,16,13.9,18,0,PICCO,28/03/2014,25/04/2014,09/04/2014,Pavlova,Confections
10490,59,44,60,0,HILAA,31/03/2014,28/04/2014,03/04/2014,Raclette Courdavault,Dairy Products
10490,68,10,30,0,HILAA,31/03/2014,28/04/2014,03/04/2014,Scottish Longbreads,Confections
10490,75,6.2,36,0,HILAA,31/03/2014,28/04/2014,03/04/2014,Rhönbräu Klosterbier,Beverages
10491,44,15.5,15,0.15,FURIB,31/03/2014,28/04/2014,08/04/2014,Gula Malacca,Condiments
10491,77,10.4,7,0.15,FURIB,31/03/2014,28/04/2014,08/04/2014,Original Frankfurter Grüne Soße,Condiments
10492,25,11.2,60,0.05,BOTTM,01/04/2014,29/04/2014,11/04/2014,NuNuCa Nuß-Nougat-Creme,Confections
10492,42,11.2,20,0.05,BOTTM,01/04/2014,29/04/2014,11/04/2014,Singaporean Hokkien Fried Mee,Grains & Cereals
10493,65,16.8,15,0.1,LAMAI,02/04/2014,30/04/2014,10/04/2014,Louisiana Fiery Hot Pepper Sauce,Condiments
10493,66,13.6,10,0.1,LAMAI,02/04/2014,30/04/2014,10/04/2014,Louisiana Hot Spiced Okra,Condiments
10493,69,28.8,10,0.1,LAMAI,02/04/2014,30/04/2014,10/04/2014,Gudbrandsdalsost,Dairy Products
10494,56,30.4,30,0,COMMI,02/04/2014,30/04/2014,09/04/2014,Gnocchi di nonna Alice,Grains & Cereals
10495,23,7.2,10,0,LAUGB,03/04/2014,01/05/2014,11/04/2014,Tunnbröd,Grains & Cereals
10495,41,7.7,20,0,LAUGB,03/04/2014,01/05/2014,11/04/2014,Jack's New England Clam Chowder,Seafood
10495,77,10.4,5,0,LAUGB,03/04/2014,01/05/2014,11/04/2014,Original Frankfurter Grüne Soße,Condiments
10496,31,10,20,0.05,TRADH,04/04/2014,02/05/2014,07/04/2014,Gorgonzola Telino,Dairy Products
10497,56,30.4,14,0,LEHMS,04/04/2014,02/05/2014,07/04/2014,Gnocchi di nonna Alice,Grains & Cereals
10497,72,27.8,25,0,LEHMS,04/04/2014,02/05/2014,07/04/2014,Mozzarella di Giovanni,Dairy Products
10497,77,10.4,25,0,LEHMS,04/04/2014,02/05/2014,07/04/2014,Original Frankfurter Grüne Soße,Condiments
10498,24,4.5,14,0,HILAA,07/04/2014,05/05/2014,11/04/2014,Guarana Fantastica,Beverages
10498,40,18.4,5,0,HILAA,07/04/2014,05/05/2014,11/04/2014,Boston Crab Meat,Seafood
10498,42,14,30,0,HILAA,07/04/2014,05/05/2014,11/04/2014,Singaporean Hokkien Fried Mee,Grains & Cereals
10499,28,45.6,20,0,LILAS,08/04/2014,06/05/2014,16/04/2014,Rössle Sauerkraut,Produce
10499,49,20,25,0,LILAS,08/04/2014,06/05/2014,16/04/2014,Maxilaku,Confections
10500,15,15.5,12,0.05,LAMAI,09/04/2014,07/05/2014,17/04/2014,Genen Shouyu,Condiments
10500,28,45.6,8,0.05,LAMAI,09/04/2014,07/05/2014,17/04/2014,Rössle Sauerkraut,Produce
10501,54,7.45,20,0,BLAUS,09/04/2014,07/05/2014,16/04/2014,Tourtière,Meat & Poultry
10502,45,9.5,21,0,PERIC,10/04/2014,08/05/2014,29/04/2014,Rogede sild,Seafood
10502,53,32.8,6,0,PERIC,10/04/2014,08/05/2014,29/04/2014,Perth Pasties,Meat & Poultry
10502,67,14,30,0,PERIC,10/04/2014,08/05/2014,29/04/2014,Laughing Lumberjack Lager,Beverages
10503,14,23.25,70,0,HUNGO,11/04/2014,09/05/2014,16/04/2014,Tofu,Produce
10503,65,21.05,20,0,HUNGO,11/04/2014,09/05/2014,16/04/2014,Louisiana Fiery Hot Pepper Sauce,Condiments
10504,2,19,12,0,WHITC,11/04/2014,09/05/2014,18/04/2014,Chang,Beverages
10504,21,10,12,0,WHITC,11/04/2014,09/05/2014,18/04/2014,Sir Rodney's Scones,Confections
10504,53,32.8,10,0,WHITC,11/04/2014,09/05/2014,18/04/2014,Perth Pasties,Meat & Poultry
10504,61,28.5,25,0,WHITC,11/04/2014,09/05/2014,18/04/2014,Sirop d'érable,Condiments
10505,62,49.3,3,0,MEREP,14/04/2014,12/05/2014,21/04/2014,Tarte au sucre,Confections
10506,25,14,18,0.1,KOENE,15/04/2014,13/05/2014,02/05/2014,NuNuCa Nuß-Nougat-Creme,Confections
10506,70,15,14,0.1,KOENE,15/04/2014,13/05/2014,02/05/2014,Outback Lager,Beverages
10507,43,46,15,0.15,ANTON,15/04/2014,13/05/2014,22/04/2014,Ipoh Coffee,Beverages
10507,48,12.75,15,0.15,ANTON,15/04/2014,13/05/2014,22/04/2014,Chocolade,Confections
10508,13,6,10,0,OTTIK,16/04/2014,14/05/2014,13/05/2014,Konbu,Seafood
10508,39,18,10,0,OTTIK,16/04/2014,14/05/2014,13/05/2014,Chartreuse verte,Beverages
10509,28,45.6,3,0,BLAUS,17/04/2014,15/05/2014,29/04/2014,Rössle Sauerkraut,Produce
10510,29,123.79,36,0,SAVEA,18/04/2014,16/05/2014,28/04/2014,Thüringer Rostbratwurst,Meat & Poultry
10510,75,7.75,36,0.1,SAVEA,18/04/2014,16/05/2014,28/04/2014,Rhönbräu Klosterbier,Beverages
10511,4,22,50,0.15,BONAP,18/04/2014,16/05/2014,21/04/2014,Chef Anton's Cajun Seasoning,Condiments
10511,7,30,50,0.15,BONAP,18/04/2014,16/05/2014,21/04/2014,Uncle Bob's Organic Dried Pears,Produce
10511,8,40,10,0.15,BONAP,18/04/2014,16/05/2014,21/04/2014,Northwoods Cranberry Sauce,Condiments
10512,24,4.5,10,0.15,FAMIA,21/04/2014,19/05/2014,24/04/2014,Guarana Fantastica,Beverages
10512,46,12,9,0.15,FAMIA,21/04/2014,19/05/2014,24/04/2014,Spegesild,Seafood
10512,47,9.5,6,0.15,FAMIA,21/04/2014,19/05/2014,24/04/2014,Zaanse koeken,Confections
10512,60,34,12,0.15,FAMIA,21/04/2014,19/05/2014,24/04/2014,Camembert Pierrot,Dairy Products
10513,21,10,40,0.2,WANDK,22/04/2014,03/06/2014,28/04/2014,Sir Rodney's Scones,Confections
10513,32,32,50,0.2,WANDK,22/04/2014,03/06/2014,28/04/2014,Mascarpone Fabioli,Dairy Products
10513,61,28.5,15,0.2,WANDK,22/04/2014,03/06/2014,28/04/2014,Sirop d'érable,Condiments
10514,20,81,39,0,ERNSH,22/04/2014,20/05/2014,16/05/2014,Sir Rodney's Marmalade,Confections
10514,28,45.6,35,0,ERNSH,22/04/2014,20/05/2014,16/05/2014,Rössle Sauerkraut,Produce
10514,56,38,70,0,ERNSH,22/04/2014,20/05/2014,16/05/2014,Gnocchi di nonna Alice,Grains & Cereals
10514,65,21.05,39,0,ERNSH,22/04/2014,20/05/2014,16/05/2014,Louisiana Fiery Hot Pepper Sauce,Condiments
10514,75,7.75,50,0,ERNSH,22/04/2014,20/05/2014,16/05/2014,Rhönbräu Klosterbier,Beverages
10515,9,97,16,0.15,QUICK,23/04/2014,07/05/2014,23/05/2014,Mishi Kobe Niku,Meat & Poultry
10515,16,17.45,50,0,QUICK,23/04/2014,07/05/2014,23/05/2014,Pavlova,Confections
10515,27,43.9,120,0,QUICK,23/04/2014,07/05/2014,23/05/2014,Schoggi Schokolade,Confections
10515,33,2.5,16,0.15,QUICK,23/04/2014,07/05/2014,23/05/2014,Geitost,Dairy Products
10515,60,34,84,0.15,QUICK,23/04/2014,07/05/2014,23/05/2014,Camembert Pierrot,Dairy Products
10516,18,62.5,25,0.1,HUNGO,24/04/2014,22/05/2014,01/05/2014,Carnarvon Tigers,Seafood
10516,41,9.65,80,0.1,HUNGO,24/04/2014,22/05/2014,01/05/2014,Jack's New England Clam Chowder,Seafood
10516,42,14,20,0,HUNGO,24/04/2014,22/05/2014,01/05/2014,Singaporean Hokkien Fried Mee,Grains & Cereals
10517,52,7,6,0,NORTS,24/04/2014,22/05/2014,29/04/2014,Filo Mix,Grains & Cereals
10517,59,55,4,0,NORTS,24/04/2014,22/05/2014,29/04/2014,Raclette Courdavault,Dairy Products
10517,70,15,6,0,NORTS,24/04/2014,22/05/2014,29/04/2014,Outback Lager,Beverages
10518,24,4.5,5,0,TORTU,25/04/2014,09/05/2014,05/05/2014,Guarana Fantastica,Beverages
10518,38,263.5,15,0,TORTU,25/04/2014,09/05/2014,05/05/2014,Côte de Blaye,Beverages
10518,44,19.45,9,0,TORTU,25/04/2014,09/05/2014,05/05/2014,Gula Malacca,Condiments
10519,10,31,16,0.05,CHOPS,28/04/2014,26/05/2014,01/05/2014,Ikura,Seafood
10519,56,38,40,0,CHOPS,28/04/2014,26/05/2014,01/05/2014,Gnocchi di nonna Alice,Grains & Cereals
10519,60,34,10,0.05,CHOPS,28/04/2014,26/05/2014,01/05/2014,Camembert Pierrot,Dairy Products
10520,24,4.5,8,0,SANTG,29/04/2014,27/05/2014,01/05/2014,Guarana Fantastica,Beverages
10520,53,32.8,5,0,SANTG,29/04/2014,27/05/2014,01/05/2014,Perth Pasties,Meat & Poultry
10521,35,18,3,0,CACTU,29/04/2014,27/05/2014,02/05/2014,Steeleye Stout,Beverages
10521,41,9.65,10,0,CACTU,29/04/2014,27/05/2014,02/05/2014,Jack's New England Clam Chowder,Seafood
10521,68,12.5,6,0,CACTU,29/04/2014,27/05/2014,02/05/2014,Scottish Longbreads,Confections
10522,1,18,40,0.2,LEHMS,30/04/2014,28/05/2014,06/05/2014,Chai,Beverages
10522,8,40,24,0,LEHMS,30/04/2014,28/05/2014,06/05/2014,Northwoods Cranberry Sauce,Condiments
10522,30,25.89,20,0.2,LEHMS,30/04/2014,28/05/2014,06/05/2014,Nord-Ost Matjeshering,Seafood
10522,40,18.4,25,0.2,LEHMS,30/04/2014,28/05/2014,06/05/2014,Boston Crab Meat,Seafood
10523,17,39,25,0.1,SEVES,01/05/2014,29/05/2014,30/05/2014,Alice Mutton,Meat & Poultry
10523,20,81,15,0.1,SEVES,01/05/2014,29/05/2014,30/05/2014,Sir Rodney's Marmalade,Confections
10523,37,26,18,0.1,SEVES,01/05/2014,29/05/2014,30/05/2014,Gravad lax,Seafood
10523,41,9.65,6,0.1,SEVES,01/05/2014,29/05/2014,30/05/2014,Jack's New England Clam Chowder,Seafood
10524,10,31,2,0,BERGS,01/05/2014,29/05/2014,07/05/2014,Ikura,Seafood
10524,30,25.89,10,0,BERGS,01/05/2014,29/05/2014,07/05/2014,Nord-Ost Matjeshering,Seafood
10524,43,46,60,0,BERGS,01/05/2014,29/05/2014,07/05/2014,Ipoh Coffee,Beverages
10524,54,7.45,15,0,BERGS,01/05/2014,29/05/2014,07/05/2014,Tourtière,Meat & Poultry
10525,36,19,30,0,BONAP,02/05/2014,30/05/2014,23/05/2014,Inlagd Sill,Seafood
10525,40,18.4,15,0.1,BONAP,02/05/2014,30/05/2014,23/05/2014,Boston Crab Meat,Seafood
10526,1,18,8,0.15,WARTH,05/05/2014,02/06/2014,15/05/2014,Chai,Beverages
10526,13,6,10,0,WARTH,05/05/2014,02/06/2014,15/05/2014,Konbu,Seafood
10526,56,38,30,0.15,WARTH,05/05/2014,02/06/2014,15/05/2014,Gnocchi di nonna Alice,Grains & Cereals
10527,4,22,50,0.1,QUICK,05/05/2014,02/06/2014,07/05/2014,Chef Anton's Cajun Seasoning,Condiments
10527,36,19,30,0.1,QUICK,05/05/2014,02/06/2014,07/05/2014,Inlagd Sill,Seafood
10528,11,21,3,0,GREAL,06/05/2014,20/05/2014,09/05/2014,Queso Cabrales,Dairy Products
10528,33,2.5,8,0.2,GREAL,06/05/2014,20/05/2014,09/05/2014,Geitost,Dairy Products
10528,72,34.8,9,0,GREAL,06/05/2014,20/05/2014,09/05/2014,Mozzarella di Giovanni,Dairy Products
10529,55,24,14,0,MAISD,07/05/2014,04/06/2014,09/05/2014,Pâté chinois,Meat & Poultry
10529,68,12.5,20,0,MAISD,07/05/2014,04/06/2014,09/05/2014,Scottish Longbreads,Confections
10529,69,36,10,0,MAISD,07/05/2014,04/06/2014,09/05/2014,Gudbrandsdalsost,Dairy Products
10530,17,39,40,0,PICCO,08/05/2014,05/06/2014,12/05/2014,Alice Mutton,Meat & Poultry
10530,43,46,25,0,PICCO,08/05/2014,05/06/2014,12/05/2014,Ipoh Coffee,Beverages
10530,61,28.5,20,0,PICCO,08/05/2014,05/06/2014,12/05/2014,Sirop d'érable,Condiments
10530,76,18,50,0,PICCO,08/05/2014,05/06/2014,12/05/2014,Lakkaliköri,Beverages
10531,59,55,2,0,OCEAN,08/05/2014,05/06/2014,19/05/2014,Raclette Courdavault,Dairy Products
10532,30,25.89,15,0,EASTC,09/05/2014,06/06/2014,12/05/2014,Nord-Ost Matjeshering,Seafood
10532,66,17,24,0,EASTC,09/05/2014,06/06/2014,12/05/2014,Louisiana Hot Spiced Okra,Condiments
10533,4,22,50,0.05,FOLKO,12/05/2014,09/06/2014,22/05/2014,Chef Anton's Cajun Seasoning,Condiments
10533,72,34.8,24,0,FOLKO,12/05/2014,09/06/2014,22/05/2014,Mozzarella di Giovanni,Dairy Products
